Customer_ID,Customer_Name,Gender,Age,City,State,Registration_Date,Last_Purchase_Date,Total_Orders,Purchase_Frequency,Total_Quantity_Purchased,Average_Basket_Size,Average_Order_Value,Total_Revenue,Customer_Lifetime_Value,Preferred_Category,Preferred_Channel,Customer_Segment,Loyalty_Status,Days_Since_Last_Purchase,Churn_Risk,Churn,Risk_Level
CUST102442,Alex Cameron,Female,38,Ranchi,Jharkhand,2021-10-26,2026-02-16,1,0.5,4,4,1174.57,1174.57,2733.43,Sports,Online,Low Value,Bronze,132,Medium,1,High Risk
CUST102443,Alisha Byrd,Male,22,Indore,Madhya Pradesh,2020-06-26,2026-03-28,3,0.5,18,6,200.0,600.0,598.77,Fashion,Online,Low Value,Bronze,92,Medium,1,High Risk
CUST102444,Richard Rodriguez,Male,22,Bengaluru,Karnataka,2019-09-19,2026-05-22,7,1.04,91,13,3347.29,23431.03,23522.4,Home & Kitchen,Offline,Medium Value,Bronze,37,Low,1,High Risk
CUST102451,Dana Williams,Male,37,Chennai,Tamil Nadu,2021-06-15,2026-02-28,1,0.5,5,5,1987.27,1987.27,4986.54,Fashion,Online,Low Value,Bronze,120,Medium,1,High Risk
CUST102457,Jordan Potter,Male,43,Lucknow,Uttar Pradesh,2023-11-16,2026-01-06,5,1.92,50,10,4704.94,23524.7,23470.98,Electronics,Online,Medium Value,Bronze,173,Medium,1,High Risk
CUST102461,James Morse,Female,38,Coimbatore,Tamil Nadu,2023-01-07,2023-08-12,1,0.5,4,4,1359.93,1359.93,2349.39,Beauty,Offline,Low Value,Bronze,1051,High,1,High Risk
CUST102463,Scott Foster,Male,40,Chennai,Tamil Nadu,2021-04-10,2025-10-04,7,1.35,70,10,5084.86,35594.02,35690.08,Grocery,Offline,Medium Value,Silver,267,High,1,High Risk
CUST102471,Heather Miller,Male,32,Chandigarh,Chandigarh,2020-09-04,2025-08-11,6,1.04,24,4,200.0,1200.0,1205.57,Home & Kitchen,Online,Low Value,Bronze,321,High,1,High Risk
CUST102472,Kayla Schneider,Female,31,Mumbai,Maharashtra,2020-01-04,2024-09-24,5,0.77,10,2,710.7,3553.5,3537.39,Home & Kitchen,Offline,Low Value,Bronze,642,High,1,High Risk
CUST102473,Tammy Garcia,Female,51,Nagpur,Maharashtra,2023-01-26,2025-01-23,4,1.18,48,12,1653.54,6614.16,6640.15,Electronics,Online,Low Value,Bronze,521,High,1,High Risk
CUST102477,Yolanda Murillo,Female,26,Delhi,Delhi,2019-11-27,2024-12-12,7,1.07,63,9,1503.62,10525.34,10567.25,Fashion,Online,Low Value,Bronze,563,High,1,High Risk
CUST102479,Elijah Short,Male,40,Kanpur,Uttar Pradesh,2020-07-23,2025-07-19,4,0.68,40,10,1343.72,5374.88,5403.58,Home & Kitchen,Offline,Low Value,Bronze,344,High,1,High Risk
CUST102481,Mary Kennedy,Male,41,Nashik,Maharashtra,2021-12-10,2025-07-29,3,0.66,21,7,1360.41,4081.23,4068.38,Grocery,Online,Low Value,Bronze,334,High,1,High Risk
CUST102482,Paige Hernandez,Male,38,Kanpur,Uttar Pradesh,2023-11-04,2025-11-04,2,0.76,18,9,346.05,692.1,691.97,Fashion,Online,Low Value,Bronze,236,High,1,High Risk
CUST102484,Jose Hartman,Male,18,Surat,Gujarat,2019-08-06,2026-01-18,11,1.6,110,10,5743.87,63182.57,63205.37,Grocery,Offline,Medium Value,Silver,161,Medium,1,High Risk
CUST102485,Miranda Murray,Female,30,Surat,Gujarat,2019-10-05,2026-01-08,2,0.5,4,2,1163.67,2327.34,3905.98,Electronics,Online,Low Value,Bronze,171,Medium,1,High Risk
CUST102487,Melissa Clark,Male,26,Chennai,Tamil Nadu,2022-06-07,2025-12-15,4,0.99,20,5,200.0,800.0,800.13,Electronics,Online,Low Value,Bronze,195,High,1,High Risk
CUST102492,Richard Medina,Female,39,Kochi,Kerala,2019-05-15,2026-02-21,3,0.5,30,10,1312.78,3938.34,4663.47,Fashion,Online,Low Value,Bronze,127,Medium,1,High Risk
CUST102498,Brian Hudson,Female,42,Madurai,Tamil Nadu,2019-02-25,2025-12-11,5,0.68,40,8,1078.97,5394.85,5371.42,Sports,Offline,Low Value,Bronze,199,High,1,High Risk
CUST102500,Juan Johnson,Male,44,Hyderabad,Telangana,2020-01-31,2025-02-21,8,1.25,40,5,2785.11,22280.88,22246.57,Home & Kitchen,Online,Medium Value,Bronze,492,High,1,High Risk
CUST102501,Katherine Lopez,Other,46,Guwahati,Assam,2023-10-24,2026-04-11,2,0.75,12,6,720.97,1441.94,1438.98,Beauty,Online,Low Value,Bronze,78,Low,1,High Risk
CUST102503,Matthew Jones,Female,51,Madurai,Tamil Nadu,2020-08-29,2026-03-31,2,0.5,6,3,2915.28,5830.56,8472.47,Sports,Offline,Low Value,Bronze,89,Low,1,High Risk
CUST102506,Joshua Mendoza,Female,18,Jaipur,Rajasthan,2019-08-13,2025-10-18,6,0.87,18,3,1326.62,7959.72,7915.59,Electronics,Online,Low Value,Bronze,253,High,1,High Risk
CUST102508,Daniel Reynolds,Male,48,Chennai,Tamil Nadu,2021-03-29,2026-05-05,5,0.96,40,8,1138.63,5693.15,5719.06,Grocery,Offline,Low Value,Bronze,54,Low,1,High Risk
CUST102509,Karen Munoz,Male,28,Chandigarh,Chandigarh,2023-05-15,2025-08-11,4,1.29,20,5,200.0,800.0,801.02,Home & Kitchen,Offline,Low Value,Bronze,321,High,1,High Risk
CUST102515,Donna Ibarra,Female,40,Mumbai,Maharashtra,2019-03-26,2025-07-15,6,0.83,48,8,229.14,1374.84,1377.26,Home & Kitchen,Online,Low Value,Bronze,348,High,1,High Risk
CUST102519,Judith Bartlett,Female,32,Bengaluru,Karnataka,2019-10-27,2024-08-26,3,0.5,27,9,545.68,1637.04,1815.2,Sports,Offline,Low Value,Bronze,671,High,1,High Risk
CUST102524,Johnny Riddle,Female,21,Visakhapatnam,Andhra Pradesh,2019-07-29,2025-12-20,4,0.58,20,5,953.34,3813.36,3814.93,Grocery,Online,Low Value,Bronze,190,High,1,High Risk
CUST102527,David Hunter,Male,34,Lucknow,Uttar Pradesh,2023-06-24,2023-07-26,1,0.5,3,3,869.06,869.06,1301.51,Fashion,Offline,Low Value,Bronze,1068,High,1,High Risk
CUST102531,Thomas Murphy,Female,30,Chandigarh,Chandigarh,2019-05-10,2026-05-17,3,0.5,6,2,936.57,2809.71,3333.45,Sports,Offline,Low Value,Bronze,42,Low,1,High Risk
CUST102534,Robert Skinner,Female,44,Ranchi,Jharkhand,2021-03-08,2026-06-20,6,1.13,6,1,1545.86,9275.16,9239.86,Fashion,Online,Low Value,Bronze,8,Low,1,High Risk
CUST102535,Albert Garcia,Female,30,Coimbatore,Tamil Nadu,2019-07-10,2025-12-10,1,0.5,7,7,1148.66,1148.66,3992.4,Sports,Online,Low Value,Bronze,200,High,1,High Risk
CUST102536,Joseph Myers,Female,48,Patna,Bihar,2022-04-17,2025-06-01,1,0.5,5,5,354.22,354.22,740.44,Electronics,Online,Low Value,Bronze,392,High,1,High Risk
CUST102539,Michael Robinson,Female,44,Coimbatore,Tamil Nadu,2022-03-04,2025-03-24,1,0.5,6,6,636.13,636.13,1368.05,Beauty,Offline,Low Value,Bronze,461,High,1,High Risk
CUST102541,Michelle Prince,Male,25,Pune,Maharashtra,2021-04-12,2026-01-14,3,0.58,6,2,950.27,2850.81,2862.54,Beauty,Offline,Low Value,Bronze,165,Medium,1,High Risk
CUST102542,Eric Williams,Other,31,Patna,Bihar,2023-10-26,2026-05-05,5,1.88,15,3,667.12,3335.6,3330.76,Grocery,Online,Low Value,Bronze,54,Low,1,High Risk
CUST102548,Carol Jackson,Female,38,Indore,Madhya Pradesh,2019-02-22,2026-04-30,5,0.68,70,14,2068.68,10343.4,10310.04,Sports,Online,Low Value,Bronze,59,Low,1,High Risk
CUST102552,Howard Thompson,Male,38,Mumbai,Maharashtra,2019-05-04,2026-05-05,5,0.7,20,4,1497.07,7485.35,7476.95,Beauty,Offline,Low Value,Bronze,54,Low,1,High Risk
CUST102553,Eugene Price,Female,50,Nashik,Maharashtra,2022-11-02,2025-11-08,2,0.55,12,6,1791.32,3582.64,3582.15,Beauty,Online,Low Value,Bronze,232,High,1,High Risk
CUST102555,Jackie Jones,Female,46,Bengaluru,Karnataka,2023-12-25,2025-08-26,1,0.5,6,6,200.0,200.0,249.14,Sports,Online,Low Value,Bronze,306,High,1,High Risk
CUST102560,Valerie Benson,Male,39,Nashik,Maharashtra,2019-11-27,2026-05-22,5,0.76,25,5,853.08,4265.4,4258.37,Beauty,Online,Low Value,Bronze,37,Low,1,High Risk
CUST102569,Dan Johnson,Male,47,Kolkata,West Bengal,2021-01-21,2025-12-29,1,0.5,7,7,1570.31,1570.31,4251.98,Beauty,Online,Low Value,Bronze,181,High,1,High Risk
CUST102570,Linda Bautista,Female,53,Chandigarh,Chandigarh,2019-09-09,2025-06-26,9,1.33,63,7,200.0,1800.0,1804.65,Grocery,Online,Low Value,Bronze,367,High,1,High Risk
CUST102576,Danielle Mcdaniel,Male,38,Ranchi,Jharkhand,2019-02-01,2026-06-04,2,0.5,8,4,955.57,1911.14,3529.26,Electronics,Online,Low Value,Bronze,24,Low,1,High Risk
CUST102577,Lisa James,Male,43,Surat,Gujarat,2023-05-24,2025-07-14,6,1.95,54,9,1916.55,11499.3,11511.11,Grocery,Online,Low Value,Bronze,349,High,1,High Risk
CUST102581,Kevin Guerra,Female,48,Kanpur,Uttar Pradesh,2019-06-29,2026-03-25,8,1.15,8,1,1303.06,10424.48,10461.94,Home & Kitchen,Online,Low Value,Bronze,95,Medium,1,High Risk
CUST102582,Cynthia Miller,Female,31,Madurai,Tamil Nadu,2022-06-23,2026-02-19,7,1.75,91,13,5273.42,36913.94,36888.67,Grocery,Offline,Medium Value,Silver,129,Medium,1,High Risk
CUST102589,Sally Leon,Male,31,Jaipur,Rajasthan,2022-06-12,2026-04-27,7,1.74,7,1,2208.21,15457.47,15474.34,Home & Kitchen,Online,Medium Value,Bronze,62,Low,1,High Risk
CUST102591,Tammy Larson,Male,31,Delhi,Delhi,2021-03-25,2026-04-03,3,0.57,18,6,1401.72,4205.16,4189.04,Grocery,Online,Low Value,Bronze,86,Low,1,High Risk
CUST102595,Christopher Lopez,Female,27,Patna,Bihar,2020-05-22,2026-02-03,7,1.15,42,6,1627.99,11395.93,11389.47,Fashion,Online,Low Value,Bronze,145,Medium,1,High Risk
CUST102602,Miranda Hicks,Female,40,Pune,Maharashtra,2020-01-30,2025-02-09,7,1.09,49,7,2402.18,16815.26,16738.97,Beauty,Online,Medium Value,Bronze,504,High,1,High Risk
CUST102608,Lance Lynn,Female,47,Patna,Bihar,2023-03-21,2025-06-19,6,1.84,18,3,2449.16,14694.96,14669.88,Grocery,Online,Medium Value,Bronze,374,High,1,High Risk
CUST102613,Eric Ponce,Male,53,Bengaluru,Karnataka,2022-10-15,2025-08-19,2,0.54,2,1,1522.97,3045.94,3030.68,Beauty,Offline,Low Value,Bronze,313,High,1,High Risk
CUST102618,Jennifer Parker,Male,35,Jaipur,Rajasthan,2023-03-03,2025-11-24,2,0.61,18,9,2741.55,5483.1,5526.41,Electronics,Online,Low Value,Bronze,216,High,1,High Risk
CUST102621,Carolyn Brooks,Female,42,Ahmedabad,Gujarat,2023-08-15,2026-03-30,2,0.7,4,2,1485.35,2970.7,2966.23,Fashion,Online,Low Value,Bronze,90,Low,1,High Risk
CUST102623,Joanne Olsen,Female,23,Visakhapatnam,Andhra Pradesh,2021-10-13,2025-02-14,3,0.64,15,5,1534.34,4603.02,4605.41,Electronics,Offline,Low Value,Bronze,499,High,1,High Risk
CUST102631,Kevin Huerta,Female,64,Delhi,Delhi,2022-03-05,2025-02-16,8,1.86,56,7,1730.67,13845.36,13836.83,Fashion,Offline,Low Value,Bronze,497,High,1,High Risk
CUST102636,Dr. Teresa Ortega MD,Male,24,Kanpur,Uttar Pradesh,2023-11-19,2025-07-15,2,0.77,22,11,1248.57,2497.14,2490.03,Home & Kitchen,Online,Low Value,Bronze,348,High,1,High Risk
CUST102637,Henry Rivera,Female,22,Surat,Gujarat,2022-10-14,2026-06-10,2,0.54,12,6,1587.01,3174.02,3160.46,Grocery,Online,Low Value,Bronze,18,Low,1,High Risk
CUST102638,Jesus Hale,Female,29,Ahmedabad,Gujarat,2021-01-31,2026-03-02,3,0.56,12,4,644.34,1933.02,1944.19,Grocery,Offline,Low Value,Bronze,118,Medium,1,High Risk
CUST102639,Stacy Taylor,Male,58,Kochi,Kerala,2019-04-06,2025-05-19,2,0.5,4,2,680.1,1360.2,2452.27,Home & Kitchen,Offline,Low Value,Bronze,405,High,1,High Risk
CUST102646,Jeremy Lawson,Male,39,Visakhapatnam,Andhra Pradesh,2023-01-20,2025-09-24,2,0.58,4,2,945.13,1890.26,1874.53,Electronics,Offline,Low Value,Bronze,277,High,1,High Risk
CUST102647,Lonnie Miller,Female,70,Bhopal,Madhya Pradesh,2021-06-04,2026-04-26,9,1.78,45,5,5063.66,45572.94,45504.59,Sports,Online,Medium Value,Silver,63,Low,1,High Risk
CUST102648,Timothy Galvan,Female,47,Ahmedabad,Gujarat,2022-11-07,2025-05-20,6,1.66,84,14,200.0,1200.0,1202.56,Home & Kitchen,Online,Low Value,Bronze,404,High,1,High Risk
CUST102654,Carol Griffin,Male,53,Kolkata,West Bengal,2019-01-10,2025-11-16,10,1.34,60,6,1424.46,14244.6,14214.57,Fashion,Offline,Low Value,Bronze,224,High,1,High Risk
CUST102656,Paul Keller,Female,31,Mumbai,Maharashtra,2023-12-19,2026-03-23,1,0.5,3,3,786.65,786.65,986.41,Sports,Online,Low Value,Bronze,97,Medium,1,High Risk
CUST102661,Joseph Swanson,Female,51,Bhopal,Madhya Pradesh,2023-09-15,2026-05-15,2,0.72,20,10,1357.56,2715.12,2705.53,Grocery,Online,Low Value,Bronze,44,Low,1,High Risk
CUST102668,Patrick Pineda,Male,49,Patna,Bihar,2022-11-08,2026-05-21,5,1.38,15,3,2013.74,10068.7,10058.28,Sports,Online,Low Value,Bronze,38,Low,1,High Risk
CUST102672,Veronica Flores,Male,23,Indore,Madhya Pradesh,2024-02-11,2026-06-21,1,0.5,1,1,605.37,605.37,714.34,Grocery,Offline,Low Value,Bronze,7,Low,1,High Risk
CUST102674,Lindsay Walker,Male,28,Patna,Bihar,2020-02-24,2026-04-21,12,1.9,24,2,920.13,11041.56,11056.68,Beauty,Online,Low Value,Bronze,68,Low,1,High Risk
CUST102687,Michael Mooney,Male,41,Kochi,Kerala,2020-11-27,2026-03-05,9,1.62,27,3,2409.88,21688.92,21729.89,Sports,Online,Medium Value,Bronze,115,Medium,1,High Risk
CUST102694,Charles Robinson,Male,29,Visakhapatnam,Andhra Pradesh,2019-05-18,2026-06-05,8,1.13,8,1,411.3,3290.4,3298.24,Electronics,Online,Low Value,Bronze,23,Low,1,High Risk
CUST102697,Brittany Clements MD,Male,37,Delhi,Delhi,2019-05-10,2026-01-08,8,1.12,16,2,3269.4,26155.2,26065.69,Sports,Offline,Medium Value,Bronze,171,Medium,1,High Risk
CUST102698,Tammy Davis,Female,36,Patna,Bihar,2022-05-15,2025-09-13,6,1.46,36,6,886.46,5318.76,5311.58,Grocery,Offline,Low Value,Bronze,288,High,1,High Risk
CUST102699,Catherine Williams,Male,18,Coimbatore,Tamil Nadu,2021-06-14,2025-08-08,1,0.5,7,7,861.21,861.21,2162.16,Electronics,Online,Low Value,Bronze,324,High,1,High Risk
CUST102701,Jennifer Johnson,Male,42,Kochi,Kerala,2021-02-23,2026-05-20,6,1.13,12,2,1602.68,9616.08,9643.94,Beauty,Offline,Low Value,Bronze,39,Low,1,High Risk
CUST102704,Rebecca Barrett,Male,35,Patna,Bihar,2023-02-10,2025-12-07,6,1.78,48,8,765.57,4593.42,4581.56,Home & Kitchen,Online,Low Value,Bronze,203,High,1,High Risk
CUST102705,Sharon Santos,Male,24,Kolkata,West Bengal,2019-02-22,2025-09-24,4,0.55,28,7,634.97,2539.88,2559.61,Grocery,Online,Low Value,Bronze,277,High,1,High Risk
CUST102709,Laura Hill,Male,27,Pune,Maharashtra,2019-06-20,2025-10-28,8,1.14,144,18,363.93,2911.44,2906.72,Electronics,Online,Low Value,Bronze,243,High,1,High Risk
CUST102710,Rebecca White,Female,54,Nashik,Maharashtra,2022-12-14,2024-10-27,1,0.5,6,6,889.17,889.17,1565.33,Fashion,Offline,Low Value,Bronze,609,High,1,High Risk
CUST102718,Catherine George,Female,44,Jaipur,Rajasthan,2021-10-10,2026-03-11,5,1.06,45,9,731.66,3658.3,3643.7,Fashion,Online,Low Value,Bronze,109,Medium,1,High Risk
CUST102720,Carl Harris,Male,32,Guwahati,Assam,2021-04-07,2026-05-06,2,0.5,8,4,2125.38,4250.76,5533.84,Electronics,Offline,Low Value,Bronze,53,Low,1,High Risk
CUST102728,Joshua Clark,Female,32,Visakhapatnam,Andhra Pradesh,2019-03-15,2025-10-01,9,1.24,144,16,1284.57,11561.13,11582.9,Home & Kitchen,Online,Low Value,Bronze,270,High,1,High Risk
CUST102733,David James,Other,38,Vadodara,Gujarat,2020-01-13,2025-05-22,1,0.5,1,1,612.45,612.45,1971.91,Fashion,Offline,Low Value,Bronze,402,High,1,High Risk
CUST102734,Jennifer Miller,Male,37,Kolkata,West Bengal,2019-02-10,2026-05-06,11,1.49,176,16,1220.04,13420.44,13383.23,Home & Kitchen,Online,Low Value,Bronze,53,Low,1,High Risk
CUST102735,Jeffery Neal,Other,41,Kanpur,Uttar Pradesh,2019-01-30,2024-08-27,8,1.08,48,6,2618.34,20946.72,20903.71,Fashion,Online,Medium Value,Bronze,670,High,1,High Risk
CUST102736,Andrea Oconnor,Female,34,Hyderabad,Telangana,2024-04-11,2025-02-15,1,0.5,5,5,997.41,997.41,1095.03,Fashion,Online,Low Value,Bronze,498,High,1,High Risk
CUST102738,Samantha Jacobs,Female,38,Ahmedabad,Gujarat,2020-10-14,2026-04-08,1,0.5,5,5,897.54,897.54,2551.94,Fashion,Online,Low Value,Bronze,81,Low,1,High Risk
CUST102745,Wayne Gray,Male,42,Ranchi,Jharkhand,2021-10-20,2025-06-08,9,1.93,99,11,708.76,6378.84,6389.18,Beauty,Offline,Low Value,Bronze,385,High,1,High Risk
CUST102748,Joseph Graves PhD,Male,18,Kanpur,Uttar Pradesh,2023-02-26,2026-05-31,1,0.5,7,7,1475.98,1475.98,2448.85,Sports,Online,Low Value,Bronze,28,Low,1,High Risk
CUST102757,Lee Mann,Female,40,Jaipur,Rajasthan,2022-06-10,2024-09-10,7,1.74,56,8,695.87,4871.09,4883.04,Sports,Offline,Low Value,Bronze,656,High,1,High Risk
CUST102758,William Lindsey,Male,33,Ahmedabad,Gujarat,2022-07-30,2026-05-23,3,0.77,15,5,1001.34,3004.02,3003.91,Home & Kitchen,Online,Low Value,Bronze,36,Low,1,High Risk
CUST102767,Karen Robertson,Female,36,Chennai,Tamil Nadu,2020-03-30,2025-08-01,12,1.93,216,18,3402.48,40829.76,40901.95,Sports,Online,Medium Value,Silver,331,High,1,High Risk
CUST102769,Nichole Klein,Male,22,Ranchi,Jharkhand,2019-07-12,2026-02-06,5,0.72,20,4,3302.85,16514.25,16517.78,Grocery,Online,Medium Value,Bronze,142,Medium,1,High Risk
CUST102781,Eric Fitzpatrick,Male,39,Kochi,Kerala,2020-02-10,2026-05-14,5,0.79,25,5,1431.28,7156.4,7194.45,Home & Kitchen,Offline,Low Value,Bronze,45,Low,1,High Risk
CUST102782,Samantha Johnson,Male,45,Surat,Gujarat,2023-06-02,2025-05-02,1,0.5,7,7,384.98,384.98,588.14,Home & Kitchen,Offline,Low Value,Bronze,422,High,1,High Risk
CUST102783,Luke Freeman,Female,45,Bengaluru,Karnataka,2020-01-22,2024-11-30,10,1.56,90,9,1761.67,17616.7,17629.14,Grocery,Offline,Medium Value,Bronze,575,High,1,High Risk
CUST102784,Luis Murphy,Male,45,Indore,Madhya Pradesh,2019-04-15,2025-06-25,4,0.56,20,5,1752.23,7008.92,7052.1,Home & Kitchen,Offline,Low Value,Bronze,368,High,1,High Risk
CUST102785,Aaron Zamora,Female,37,Coimbatore,Tamil Nadu,2022-05-30,2026-02-28,7,1.72,35,5,3386.75,23707.25,23667.66,Fashion,Online,Medium Value,Bronze,120,Medium,1,High Risk
CUST102786,Henry Garcia,Male,54,Lucknow,Uttar Pradesh,2022-03-14,2025-09-06,8,1.87,32,4,200.0,1600.0,1598.4,Beauty,Online,Low Value,Bronze,295,High,1,High Risk
CUST102788,John Moore,Female,45,Nagpur,Maharashtra,2020-03-29,2026-01-10,9,1.44,45,5,928.86,8359.74,8334.79,Home & Kitchen,Online,Low Value,Bronze,169,Medium,1,High Risk
CUST102789,Courtney Foster,Male,19,Guwahati,Assam,2022-08-16,2025-04-12,7,1.82,84,12,1899.15,13294.05,13305.33,Beauty,Offline,Low Value,Bronze,442,High,1,High Risk
CUST102798,Rebecca Klein,Female,49,Visakhapatnam,Andhra Pradesh,2021-08-20,2025-10-28,2,0.5,14,7,2549.88,5099.76,6167.88,Grocery,Offline,Low Value,Bronze,243,High,1,High Risk
CUST102800,Tammy Cameron,Male,42,Mumbai,Maharashtra,2023-09-27,2026-02-27,4,1.46,24,6,2833.07,11332.28,11313.2,Sports,Offline,Low Value,Bronze,121,Medium,1,High Risk
CUST102801,Brian Rodriguez,Male,31,Chennai,Tamil Nadu,2021-01-20,2026-02-01,2,0.5,8,4,2203.94,4407.88,5970.7,Beauty,Offline,Low Value,Bronze,147,Medium,1,High Risk
CUST102802,Christopher Porter,Female,39,Lucknow,Uttar Pradesh,2021-05-15,2025-09-27,9,1.76,36,4,1338.02,12042.18,12017.97,Grocery,Online,Low Value,Bronze,274,High,1,High Risk
CUST102803,Cynthia Gregory,Female,44,Coimbatore,Tamil Nadu,2021-12-19,2023-12-08,4,0.89,24,6,679.84,2719.36,2726.69,Fashion,Online,Low Value,Bronze,933,High,1,High Risk
CUST102805,Dylan Tucker,Female,28,Nashik,Maharashtra,2022-07-08,2026-05-05,4,1.01,4,1,615.0,2460.0,2457.39,Grocery,Online,Low Value,Bronze,54,Low,1,High Risk
CUST102809,Christina Mccarthy,Male,53,Jaipur,Rajasthan,2021-06-04,2026-05-03,3,0.59,18,6,1399.84,4199.52,4169.66,Sports,Offline,Low Value,Bronze,56,Low,1,High Risk
CUST102810,Meredith Shaw,Male,36,Nashik,Maharashtra,2021-05-16,2026-04-11,5,0.98,55,11,3242.03,16210.15,16205.62,Home & Kitchen,Online,Medium Value,Bronze,78,Low,1,High Risk
CUST102815,Jason Torres,Male,42,Ahmedabad,Gujarat,2023-02-05,2025-09-04,1,0.5,5,5,1857.03,1857.03,3134.45,Fashion,Online,Low Value,Bronze,297,High,1,High Risk
CUST102820,Andrew Williams,Male,33,Visakhapatnam,Andhra Pradesh,2021-11-19,2026-01-05,3,0.65,15,5,822.29,2466.87,2452.57,Electronics,Offline,Low Value,Bronze,174,Medium,1,High Risk
CUST102822,Ashlee Lopez,Male,28,Kochi,Kerala,2019-01-17,2025-02-10,7,0.94,49,7,3280.38,22962.66,22904.01,Fashion,Offline,Medium Value,Bronze,503,High,1,High Risk
CUST102826,Richard Rice,Male,22,Madurai,Tamil Nadu,2022-09-20,2026-01-31,7,1.86,56,8,3634.48,25441.36,25374.79,Fashion,Online,Medium Value,Bronze,148,Medium,1,High Risk
CUST102830,Martha Lee,Male,53,Madurai,Tamil Nadu,2019-11-12,2026-06-03,13,1.97,195,15,2276.56,29595.28,29640.97,Electronics,Online,Medium Value,Bronze,25,Low,1,High Risk
CUST102834,Joshua King,Male,19,Mumbai,Maharashtra,2021-07-11,2026-03-06,9,1.82,99,11,775.07,6975.63,6978.79,Sports,Online,Low Value,Bronze,114,Medium,1,High Risk
CUST102835,Sarah Meadows,Female,42,Vadodara,Gujarat,2020-01-25,2026-05-17,11,1.72,22,2,200.0,2200.0,2203.86,Electronics,Online,Low Value,Bronze,42,Low,1,High Risk
CUST102836,Stephanie West,Male,27,Nashik,Maharashtra,2022-02-20,2026-06-15,5,1.15,20,4,1149.1,5745.5,5727.25,Sports,Offline,Low Value,Bronze,13,Low,1,High Risk
CUST102838,Timothy Gordon,Female,18,Hyderabad,Telangana,2021-11-01,2026-04-22,4,0.86,4,1,523.79,2095.16,2089.19,Sports,Online,Low Value,Bronze,67,Low,1,High Risk
CUST102842,Michael Berg,Female,38,Ranchi,Jharkhand,2022-04-28,2025-11-27,5,1.2,35,7,231.75,1158.75,1154.28,Fashion,Offline,Low Value,Bronze,213,High,1,High Risk
CUST102843,Carol Christensen,Male,48,Chandigarh,Chandigarh,2022-01-28,2026-02-05,1,0.5,7,7,200.0,200.0,439.7,Grocery,Offline,Low Value,Bronze,143,Medium,1,High Risk
CUST102848,Elizabeth Robinson,Female,53,Indore,Madhya Pradesh,2020-11-06,2026-01-24,5,0.89,95,19,4583.42,22917.1,22939.81,Beauty,Online,Medium Value,Bronze,155,Medium,1,High Risk
CUST102849,Kristen Jackson,Female,32,Nagpur,Maharashtra,2019-04-05,2026-04-02,14,1.94,112,8,4910.92,68752.88,68731.37,Grocery,Online,Medium Value,Silver,87,Low,1,High Risk
CUST102860,Veronica Osborne,Female,26,Chennai,Tamil Nadu,2022-11-28,2026-03-15,7,1.96,49,7,1254.03,8778.21,8761.63,Beauty,Offline,Low Value,Bronze,105,Medium,1,High Risk
CUST102862,Matthew Berg,Female,18,Visakhapatnam,Andhra Pradesh,2022-09-09,2024-10-18,4,1.06,24,6,1725.4,6901.6,6920.12,Fashion,Offline,Low Value,Bronze,618,High,1,High Risk
CUST102867,Anna White,Female,18,Delhi,Delhi,2024-03-23,2025-04-12,1,0.5,8,8,2411.84,2411.84,2710.64,Beauty,Online,Low Value,Bronze,442,High,1,High Risk
CUST102871,Andrea Jones,Female,42,Chennai,Tamil Nadu,2020-07-28,2026-03-29,7,1.19,42,6,873.4,6113.8,6132.21,Electronics,Online,Low Value,Bronze,91,Medium,1,High Risk
CUST102872,Terry Waller,Other,18,Bhopal,Madhya Pradesh,2020-02-10,2026-05-14,5,0.79,10,2,200.0,1000.0,1005.32,Fashion,Online,Low Value,Bronze,45,Low,1,High Risk
CUST102874,Lindsey Gray,Male,36,Indore,Madhya Pradesh,2019-11-23,2026-03-26,4,0.61,28,7,2400.12,9600.48,9632.22,Sports,Offline,Low Value,Bronze,94,Medium,1,High Risk
CUST102880,Christina Castillo,Female,46,Visakhapatnam,Andhra Pradesh,2019-04-09,2026-04-03,12,1.67,180,15,5526.86,66322.32,66485.29,Electronics,Online,Medium Value,Silver,86,Low,1,High Risk
CUST102881,Jill Martin,Female,57,Chandigarh,Chandigarh,2020-05-04,2024-12-23,6,0.98,30,5,788.77,4732.62,4740.61,Grocery,Online,Low Value,Bronze,552,High,1,High Risk
CUST102885,Sara Thomas,Other,43,Chandigarh,Chandigarh,2019-04-26,2025-01-07,4,0.56,40,10,1053.57,4214.28,4222.47,Grocery,Online,Low Value,Bronze,537,High,1,High Risk
CUST102886,Allison Simmons,Male,32,Guwahati,Assam,2020-07-20,2026-04-04,8,1.35,8,1,2370.45,18963.6,18950.94,Beauty,Online,Medium Value,Bronze,85,Low,1,High Risk
CUST102888,Janice Henson,Male,43,Chandigarh,Chandigarh,2020-05-15,2024-10-24,4,0.66,20,5,1622.46,6489.84,6534.88,Home & Kitchen,Online,Low Value,Bronze,612,High,1,High Risk
CUST102889,Ashley Jackson,Female,47,Visakhapatnam,Andhra Pradesh,2022-06-29,2024-03-14,1,0.5,9,9,1250.47,1250.47,2488.96,Home & Kitchen,Online,Low Value,Bronze,836,High,1,High Risk
